voz,motor_voz,carpeta,pista,evento,frase,biblioteca,archivo,bytes,sha256
2,es-HN-KarlaNeural,62,004,tecla_200,No puedo rearmar todavía.,Karla/12/004.mp3,62/004.mp3,16704,48c2340459759e04d5857a6fa2987af35d630717898705059ed6025a4426bfd1
2,es-HN-KarlaNeural,63,001,tecla_1_sala,Luz de sala encendida.,Karla/13/001.mp3,63/001.mp3,15264,6c9b7c80f5acefec08b4177fcd2207304a280ffa379b767e7af95dceee1c4913
2,es-HN-KarlaNeural,63,002,tecla_1_sala,Luz de sala apagada.,Karla/13/002.mp3,63/002.mp3,15264,7442419299cad61748c830f91a6a3149430bab9b48c315565cbcf076fd67f8c0
2,es-HN-KarlaNeural,63,003,tecla_1_sala,Sala iluminada en automático.,Karla/13/003.mp3,63/003.mp3,18000,d52e781ed49540e43496feae6796f2c9ca9de133b37661bc92a03786dc04e4bb
2,es-HN-KarlaNeural,63,004,tecla_1_sala,Sala apagada en automático.,Karla/13/004.mp3,63/004.mp3,17568,246b2d853771d2c2c17199a5e36d315610fff9b621aadb47b6fda26a2699d632
2,es-HN-KarlaNeural,64,001,tecla_2_cuarto,Luz de cuarto encendida.,Karla/14/001.mp3,64/001.mp3,15696,cabe727cf0480a46d4a8de832f420a9e1bb39ff0acc17a012eaf3ca4c0f4a291
2,es-HN-KarlaNeural,64,002,tecla_2_cuarto,Luz de cuarto apagada.,Karla/14/002.mp3,64/002.mp3,15120,4b80cf81f98d1c64e245337bc58d6bc410347ef41641ff650b907c5c399fbb42
2,es-HN-KarlaNeural,64,003,tecla_2_cuarto,Cuarto iluminado en automático.,Karla/14/003.mp3,64/003.mp3,17568,9b6b042855829470b372d74992da5cc209b50e38a5461ee041b76ff9fafc9184
2,es-HN-KarlaNeural,64,004,tecla_2_cuarto,Cuarto apagado en automático.,Karla/14/004.mp3,64/004.mp3,17136,74d289c9838e06f29da9d5d08097392c0e191a40b4ce75f3563140218c592c53
2,es-HN-KarlaNeural,65,001,tecla_3_cultivo,Luz de cultivo encendida.,Karla/15/001.mp3,65/001.mp3,15552,7495596b16183ed1b2b264bdd32717cac7c0c46ff1bed74a3c751c35deaad364
2,es-HN-KarlaNeural,65,002,tecla_3_cultivo,Luz de cultivo apagada.,Karla/15/002.mp3,65/002.mp3,15120,4d58d237e0a1703fef87fe8690162d1185187cf9bba90c6943f45da198eb6c4d
2,es-HN-KarlaNeural,65,003,tecla_3_cultivo,Cultivo iluminado en automático.,Karla/15/003.mp3,65/003.mp3,18288,3cd68d877303dfbd4e7690506c43d7c55f8a2134a284c9aa085aa36bceba47bb
2,es-HN-KarlaNeural,65,004,tecla_3_cultivo,Cultivo apagado en automático.,Karla/15/004.mp3,65/004.mp3,17856,fe42ddcb1ef855ea6aaf00963dc42faffab82479c860a58949e43ea3623e9e59
2,es-HN-KarlaNeural,66,001,todas_luces,Todas las luces encendidas.,Karla/16/001.mp3,66/001.mp3,17424,6b919adc28d63bddf18d7c8631b704ca420dcf69cf2c0fdded681e8263a3eecd
2,es-HN-KarlaNeural,66,002,todas_luces,Todas las luces apagadas.,Karla/16/002.mp3,66/002.mp3,16848,f6f7d041eb4d7f085decd298ebfa935de280efa27dc6cdbdea686d1822bcaa3f
2,es-HN-KarlaNeural,66,003,todas_luces,Luces encendidas en automático.,Karla/16/003.mp3,66/003.mp3,18720,3563574367d628497ed829faa9bb343372a943613614927040f15f0364347bdd
2,es-HN-KarlaNeural,66,004,todas_luces,Luces apagadas en automático.,Karla/16/004.mp3,66/004.mp3,18288,6b18114f4fd98649bc44814661a9ea36b18faeeb2528743f9a5997502884a793
2,es-HN-KarlaNeural,67,001,tecla_5_riego,Iniciando riego.,Karla/17/001.mp3,67/001.mp3,13104,85ae48cf4fbfbe37e7eb3fdf1193f7f3fa98ef6e320eb69f8ae6b435eed6da51
2,es-HN-KarlaNeural,67,002,tecla_5_riego,Riego detenido.,Karla/17/002.mp3,67/002.mp3,12960,bdcce5329452be9144f4327d1bec6e12ceb5c30e610d6066ad3a84daeb19ddae
2,es-HN-KarlaNeural,67,003,tecla_5_riego,Riego automático en marcha.,Karla/17/003.mp3,67/003.mp3,16416,315403a313ec49c230e0fc3991631a6b2ca52bda88b5a9bbe5af4efcc1e401bc
2,es-HN-KarlaNeural,67,004,tecla_5_riego,Riego automático detenido.,Karla/17/004.mp3,67/004.mp3,17136,4c572412d1cedf515fa8dca0d61b4d184d5aa1a9efe9264870b35a4ad6295499
2,es-HN-KarlaNeural,68,001,tecla_6_temp,La temperatura aparece en pantalla.,Karla/18/001.mp3,68/001.mp3,18864,a4fa3b1ffab13a07b7288db525fd060c3a18098b346e251728b81d5122419e26
2,es-HN-KarlaNeural,68,002,tecla_6_temp,Revisa el termómetro en el LCD.,Karla/18/002.mp3,68/002.mp3,19584,7d5752b8015e61eb47fa51142f8c66deff1b648d4b6face5d8b43063784541ca
2,es-HN-KarlaNeural,68,003,tecla_6_temp,Temperatura mostrada en pantalla.,Karla/18/003.mp3,68/003.mp3,18144,907dc9c53714aa5284ccbb104885d38a1bdcde7850d4cea62ef262806360cf56
2,es-HN-KarlaNeural,68,004,tecla_6_temp,El valor térmico está en pantalla.,Karla/18/004.mp3,68/004.mp3,18000,0e3fb1d4a114911689896782f778f8e4b12cf7738e29eaeebe4b81f87ddeedfe
2,es-HN-KarlaNeural,69,001,tecla_7_humedad,La humedad aparece en pantalla.,Karla/19/001.mp3,69/001.mp3,17424,052564be77bb1fb8833a1304eea4c513fe3992ac5694a59dc2ec24a967eea491
2,es-HN-KarlaNeural,69,002,tecla_7_humedad,Humedad ambiental en el LCD.,Karla/19/002.mp3,69/002.mp3,18720,2801943c0ce485452f0237cceb68eabb6b3c035884272ebb33ba903579f01f12
2,es-HN-KarlaNeural,69,003,tecla_7_humedad,Valor de humedad mostrado.,Karla/19/003.mp3,69/003.mp3,16416,33594b2d79fab14252a3e0b464a3abbf94949ea44a4d39312c8fc72521f86dc4
2,es-HN-KarlaNeural,69,004,tecla_7_humedad,Revisa la humedad en pantalla.,Karla/19/004.mp3,69/004.mp3,16992,cb5193ea343c5dd8a5df121e7e3ab0a630156673516d843bcd34a7ebd2a62e50
2,es-HN-KarlaNeural,70,001,tecla_8_suelo,Suelo y depósito en pantalla.,Karla/20/001.mp3,70/001.mp3,17136,b7d53820b2043565723953a8d986c8bd33134451134923242d9032692d589d93
2,es-HN-KarlaNeural,70,002,tecla_8_suelo,Revisa suelo y agua en el LCD.,Karla/20/002.mp3,70/002.mp3,20304,791e94e4bf84ffe72fc94d3607a9f8509cfdef97ee707f6fae9b551599a333c8
2,es-HN-KarlaNeural,70,003,tecla_8_suelo,La tierra está seca.,Karla/20/003.mp3,70/003.mp3,14688,a62f5d5d0b54f70566b99606b5f54baf9d348cca2fbdadf457eec7c8073def1e
2,es-HN-KarlaNeural,70,004,tecla_8_suelo,"Depósito bajo, riego bloqueado.",Karla/20/004.mp3,70/004.mp3,20016,e806e0dae148ccc7494a90ca8c6acf544e13a927bb0511165c0db847d5072b7f
2,es-HN-KarlaNeural,71,001,tecla_9_estado,El sistema está funcionando.,Karla/21/001.mp3,71/001.mp3,16560,402d6ac80d2a52cddc722d5a5de65bfdd44801a4cc66c4c7a7a51f612bc574ce
2,es-HN-KarlaNeural,71,002,tecla_9_estado,Casa operativa sin fallos.,Karla/21/002.mp3,71/002.mp3,16992,c738189b6fff8bed2c6676e886b021800f02e137c305b71562b2ee623cecaa89
2,es-HN-KarlaNeural,71,003,tecla_9_estado,Sistemas en línea.,Karla/21/003.mp3,71/003.mp3,13824,df1b8dc7749b7453272228fd7adde3c75734e3634b2f1a3341e583cf376f6b3d
2,es-HN-KarlaNeural,71,004,tecla_9_estado,DOMUS trabajando con normalidad.,Karla/21/004.mp3,71/004.mp3,18144,f4bd794600b585b062ece95048ba01e75887aa436d9be098b3af81ad4dc92c7f
2,es-HN-KarlaNeural,72,001,fallo,No funciono.,Karla/22/001.mp3,72/001.mp3,11808,c61531bece87d3ec7bdf72896aa01d67527f550a7eebefc19f37cd50a0894168
2,es-HN-KarlaNeural,72,002,fallo,No funciono.,Karla/22/002.mp3,72/002.mp3,11808,4699b3579ecce4644867493eebe98ac67de82330b7a53bc629cac0ffe8a11f08
2,es-HN-KarlaNeural,72,003,fallo,No funciono.,Karla/22/003.mp3,72/003.mp3,11808,96c185bd24aaf9ad36684a2786a852bb39bbafa542c89f2daf3892abd41fcfea
2,es-HN-KarlaNeural,72,004,fallo,No funciono.,Karla/22/004.mp3,72/004.mp3,11808,09719bfb7f4692bc68080e0c8b078105d04c633cb2e873a17a114c184bb3586e
